Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,King Size 5ft,,2000,,,,0,shopify,0,deny,manual,575,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,King Size 5ft,,3000,,,,0,shopify,0,deny,manual,625,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,King Size 5ft,,4000,,,,0,shopify,0,deny,manual,675,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,King Size 5ft,,5000,,,,0,shopify,0,deny,manual,755,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,Super King 6ft,,1500,,,,0,shopify,0,deny,manual,575,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,Super King 6ft,,2000,,,,0,shopify,0,deny,manual,625,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,Super King 6ft,,3000,,,,0,shopify,0,deny,manual,675,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,Super King 6ft,,4000,,,,0,shopify,0,deny,manual,790,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
cotton-and-wool-mattress-2000-5000-pocket,,,,,,,,,Super King 6ft,,5000,,,,0,shopify,0,deny,manual,995,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
adjustable-bed,Adjustable Bed,"<p>Elevate your sleep with our Adjustable Bed. Experience customizable comfort and support as you elevate your head or feet to your perfect position. Perfect for those looking for relief from snoring, acid reflux, or back pain. Improve your sleep and wake up feeling refreshed with our Adjustable Bed.</p>",Ottoman Beds,Furniture > Beds & Accessories > Beds & Bed Frames,Ottoman Bed,Panel Design Headboard,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,draft
adjustable-electric-bed,Adjustable Electric Bed,,Ottoman Beds,Furniture > Beds & Accessories > Bed & Bed Frame Accessories,Adjustable Bed,,TRUE,Title,Default Title,,,,,,0,shopify,100,deny,manual,0,2800,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/AdjustableTwinBaseUnit.jpg?v=1699533295,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
adjustable-electric-bed,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/AdjustableTwinBaseUnitjoined.jpg?v=1699533295,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adjustable-electric-bed,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/AdjustableTwinBaseUnitcustomerpicture2.jpg?v=1699533294,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adjustable-electric-bed,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/AdjustableTwinBaseUnitcustomerpicture.jpg?v=1699533295,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deacon-ottoman-bed_pplr_1698311397_42071,Deacon Ottoman Bed,,Ottoman Beds,,PPLR_HIDDEN_PRODUCT,"curve, Panel Design Headboard, PPLR_HIDDEN_PRODUCT",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,440,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/16983113938300.png?v=1698311399,1,,FALSE,,,,,,,new,TRUE,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
deacon-ottoman-bed_pplr_1698310859_146160,Deacon Ottoman Bed,,Ottoman Beds,,PPLR_HIDDEN_PRODUCT,"curve, Panel Design Headboard, PPLR_HIDDEN_PRODUCT",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,420,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/16983108553670.png?v=1698310861,1,,FALSE,,,,,,,new,TRUE,,,,,,,g,,,TRUE,,,TRUE,,,TRUE,,,active
ottoman-bed-without-headboard,Ottoman Bed Without Headboard,,Ottoman Beds,Furniture > Beds & Accessories > Beds & Bed Frames,,without headboard,TRUE,Title,Default Title,,,,,,0,shopify,49,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanEndLiftBaseclosed.jpg?v=1695755941,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
ottoman-bed-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanEndLiftBaseopenviewinside.jpg?v=1695755942,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanEndLiftBaseopenview.jpg?v=1695755943,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanSideOpeningBaseClosedPosition.jpg?v=1695755943,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanSideOpeningBaseclosedview45deg.jpg?v=1695755942,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanSideOpeningBaseopenview45deg.jpg?v=1695755944,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanSideOpeningBaseopenviewinsidestandard.jpg?v=1695755944,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-without-headboard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/OttomanSideOpeningBaseopenviewinside.jpg?v=1695755944,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rustique-storm-blue,Rustique Velvet Storm Blue,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Rustique Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/RustiqueStormBlue.jpg?v=1695227318,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
rustique-stone,Rustique Velvet Stone,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Rustique Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/RustiqueStone.jpg?v=1695227246,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
rustique-grey,Rustique Velvet Slate,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Rustique Velvet",TRUE,Title,Default Title,,,,,,0,shopify,49,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/RustiqueGrey.jpg?v=1695227212,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
rustique-emerald,Rustique Velvet Turquoise,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Rustique Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/RustiqueGreen.jpg?v=1695227168,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
rustique-gold,Rustique Velvet Gold,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Rustique Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/RustiqueGold.jpg?v=1695227133,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
rustique-brown,Rustique Velvet Chocolate Brown,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Rustique Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/RustiqueBrown.jpg?v=1695227108,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
wool-steel,Wool Steel,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Wool-Steel.jpg?v=1695227051,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
wool-jade,Wool Jade,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/wool-jade.jpg?v=1695226981,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
wool-chrome,Wool Chrome,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Wool-Chrome.jpg?v=1695226957,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
wool-bronze,Wool Bronze,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Wool-Bronze.jpg?v=1695226895,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
tweed-cream,Tweed Herringbone Cream,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Tweed",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/TWEED-CREAM-SWATCH-2-light-750x687.jpg?v=1695226642,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-white,Plush Velvet White,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/plush-white.jpg?v=1695226394,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-lilac,Plush Velvet Lilac,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/PLUSH-VELVET-LILAC-3-750x750.jpg?v=1695226349,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-emerald-green,Plush Velvet Emerald Green,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Plush-Velvet-Bottle-Green-2.jpg?v=1695226221,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-sky-blue,Plush Velvet Sky Blue,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Plush-Sky-Blue.jpg?v=1695226167,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-royal-blue,Plush Velvet Royal Blue,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Plush-royal-blue-swatch-750x422.jpg?v=1695226135,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-maroon,Plush Velvet Maroon,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/plushred-750x750.jpg?v=1695225950,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-grey,Plush Velvet Grey,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,49,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/plush-Grey.jpg?v=1695225721,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-china-blue,Plush Velvet China Blue,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Plush-china-blue.webp?v=1695225126,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-black,Plush Velvet Black,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/plush-black-scaled.jpg?v=1695225091,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-duck-egg,Plush Velvet Duck Egg,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/plush_velvet_duck_egg_skyblue-750x849.jpg?v=1695225065,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-pink,Plush Velvet Pink,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Plush_baby_pink.jpg?v=1695224979,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-mustard,Plush Velvet Mustard,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Order Swatches, Plush Velvet",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/pl-mustard-750x750.jpg?v=1695224950,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
plush-velvet-steel,Plush Velvet Steel,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,49,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/pl-charcoal-grey-750x750.jpg?v=1695224876,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-slate,Premium Naples Slate,"Naples Slate, order your sample prior to purchasing your customised ottoman bed.",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,49,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Slate-750x591.jpg?v=1695224786,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-silver,Premium Naples Silver,"Naples Silver, order your sample prior to purchasing your customised ottoman bed.",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Silver.jpg?v=1695224137,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-salmon,Premium Naples Salmon,"Naples Salmon, order your sample prior to purchasing your customised ottoman bed.",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Salmon-750x697.jpg?v=1695224108,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-pink,Premium Naples Pink,"Naples Pink, order your sample prior to purchasing your customised ottoman bed.",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Pink-750x636.jpg?v=1695224060,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-mink,Premium Naples Mink,"Naples mink, order your sample prior to purchasing your customised ottoman bed.",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Mink-750x656.jpg?v=1695224033,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-cream,Premium Naples Cream,"<span data-mce-fragment=""1"">Naples Cream, order your sample prior to purchasing your customised ottoman bed.</span>",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Cream-750x532.jpg?v=1695223995,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-purple,Premium Naples Purple,"Naples Purple, order your sample prior to purchasing your customised ottoman bed.",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Purple-750x615.jpg?v=1695223945,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
naples-velvet-beige,Premium Naples Beige,"Premium Naples Biege, order your sample prior to purchasing your customised ottoman bed",Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,"Naples, Order Swatches",TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Naples-Beige.jpg-750x616.jpg?v=1695223828,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
linen-whisper-white,Linen Whisper White,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Linen-Whisper-Off-White-750x601.jpg?v=1695073798,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
linen-teal,Linen Teal,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Linen-Teal.jpg?v=1695073718,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
linen-wheat,Linen Wheat,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Linen-Wheat-ottoman-beds.jpg?v=1695073606,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
linen-silver,Linen Silver Grey,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Linen-Sage-sosoftbeds.jpg?v=1695072565,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
linen-cream,Linen Cream,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Linen-Cream.jpg?v=1695072535,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
linen-copper,Linen Copper,,Ottoman Beds,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Textiles > Fabric,swatch,Order Swatches,TRUE,Title,Default Title,,,,,,0,shopify,50,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/files/Linen-Copper.jpg?v=1695072483,1,,FALSE,,,,,,,new,TRUE,,,,,,,lb,,,TRUE,,,TRUE,,,TRUE,,,active
